都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,介護サービス事業所名称,介護サービス事業所名称_カナ,実施サービス,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,備考
222038,,静岡県,沼津市,共創未来　春の木薬局,キョウソウミライ　ハルノキヤッキョク,居宅療養管理指導,沼津市東椎路字春の木５３１－５,,,,055-927-2235,,,,株式会社ファーマみらい,2241111562,-,,,,
222038,,静岡県,沼津市,アリス薬局沼津駅北口店,アリスヤッキョクヌマヅエキキタグチテン,居宅療養管理指導,沼津市米山町１－１０,,,,055-926-6767,,,,株式会社鈴木薬局,2241111570,-,,,,
222038,,静岡県,沼津市,さくら薬局沼津大手町店,サクラヤッキョクヌマヅオオテマチテン,居宅療養管理指導,沼津市大手町2-7-1,,,,055-952-5052,,,,クラフト株式会社,2241111588,-,,,,
222038,,静岡県,沼津市,つばさ薬局寿町店,ツバサヤッキョクコトブキチョウテン,居宅療養管理指導,沼津市寿町１８－１１,,,,055-926-2211,,,,株式会社ウッディベル,2241111596,-,,,,
222038,,静岡県,沼津市,くるみ薬局藤井原店,クルミヤッキョクフジイハラテン,居宅療養管理指導,沼津市下香貫藤井原１６１９－１１,,,,055-919-4138,,,,株式会社シュターク,2241111612,-,,,,
222038,,静岡県,沼津市,小島薬局　中瀬店,コジマヤッキョク　ナカセテン,居宅療養管理指導,沼津市中瀬町１８－１４,,,,055-955-9550,,,,株式会社小島薬局,2241111638,-,,,,
222038,,静岡県,沼津市,ヤマダ薬局沼津支店,ヤマダヤッキョクヌマヅシテン,居宅療養管理指導,沼津市米山町２－１９,,,,055-922-0003,,,,ヤマックス株式会社,2241111646,-,,,,
222038,,静岡県,沼津市,スギ薬局沼津大岡店,スギヤッキョクヌマヅオオオカテン,居宅療養管理指導,沼津市大岡２４４６－１,,,,055-955-9738,,,,株式会社スギ薬局,2241111661,-,,,,
222038,,静岡県,沼津市,ウエルシア薬局　沼津西沢田店,ウエルシアヤッキョク　ヌマヅニシサワダテン,居宅療養管理指導,沼津市西沢田字前田４５８－１,,,,055-925-0196,,,,ウエルシア薬局株式会社,2241111695,-,,,,
222038,,静岡県,沼津市,花さき薬局,ハナサキヤッキョク,居宅療養管理指導,沼津市大岡３５２,,,,055-955-9970,,,,株式会社包一,2241111703,-,,,,
222038,,静岡県,沼津市,アイセイ薬局　原店,アイセイヤッキョク　ハラテン,居宅療養管理指導,沼津市原東中１４１８－３４,,,,055-969-2511,,,,株式会社アイセイ薬局,2241111711,-,,,,
222038,,静岡県,沼津市,あい薬局　原店,アイヤッキョク　ハラテン,居宅療養管理指導,沼津市原東沖１７８９－２,,,,055-966-4181,,,,株式会社　いしわた,2241111729,-,,,,
222038,,静岡県,沼津市,黎明薬局,レイメイヤッキョク,居宅療養管理指導,沼津市新宿町４－１１,,,,055-926-6880,,,,有限会社慧光,2241111737,-,,,,
222038,,静岡県,沼津市,ウエルシア薬局沼津アントレ店,ウエルシアヤッキョクヌマヅアントレテン,居宅療養管理指導,沼津市大手町１－１－１　２階,,,,055-954-3251,,,,ウエルシア薬局株式会社,2241111745,-,,,,
222038,,静岡県,沼津市,クリエイト薬局沼津東熊堂店,クリエイトヤッキョクヌマヅヒガシクマンドウテン,居宅療養管理指導,沼津市東熊堂９－１,,,,055-929-1331,,,,株式会社クリエイトエス・ディー,2241111752,-,,,,
222038,,静岡県,沼津市,はるな薬局大手町店,ハルナヤッキョクオオテマチテン,居宅療養管理指導,沼津市大手町５－１１－３,,,,055-951-8100,,,,株式会社ウェルネスサポート,2241111760,-,,,,
222038,,静岡県,沼津市,ウエルシア薬局沼津下香貫店,ウエルシアヤッキョクヌマヅシモカヌキテン,居宅療養管理指導,沼津市下香貫藤井原１６７９－２,,,,055-935-5463,,,,ウエルシア薬局株式会社,2241111778,-,,,,
222038,,静岡県,沼津市,スギ薬局　沼津インター店,スギヤッキョク　ヌマヅインターテン,居宅療養管理指導,沼津市岡宮１１９９番地１,,,,055-955-5002,,,,株式会社スギ薬局,2241111794,-,,,,
222038,,静岡県,沼津市,花園薬局,ハナゾノヤッキョク,居宅療養管理指導,沼津市花園町２－１,,,,055-927-3139,,,,株式会社　サンファーマシー,2241111810,-,,,,
222038,,静岡県,沼津市,ファーマライズ薬局沼津店,ファーマライズヤッキョクヌマヅテン,居宅療養管理指導,沼津市大手町３－５－１５,三井住友海上沼津ビル１F,,,055-963-5787,,,,ファーマライズ株式会社,2241111828,-,,,,
222038,,静岡県,沼津市,ファーマライズ薬局沼津柳町店,ファーマライズヤッキョクヌマヅヤナギチョウテン,居宅療養管理指導,沼津市柳町３－１９,,,,055-927-2626,,,,ファーマライズ株式会社,2241111836,-,,,,
222038,,静岡県,沼津市,メディオ薬局根古屋店,メディオヤッキョクネゴヤテン,居宅療養管理指導,沼津市根古屋３０８－１,,,,055-967-9779,,,,株式会社アインファーマシーズ,2241111844,-,,,,
222038,,静岡県,沼津市,メディオ薬局高沢町店,メディオヤッキョクタカザワチョウテン,居宅療養管理指導,沼津市高沢町６－２１,,,,055-926-7272,,,,株式会社アインファーマシーズ,2241111851,-,,,,
222038,,静岡県,沼津市,メディオ薬局大岡下石田店,メディオヤッキョクオオオカシモイシダテン,居宅療養管理指導,沼津市大岡１１５８,,,,055-954-1111,,,,株式会社アインファーマシーズ,2241111869,-,,,,
222038,,静岡県,沼津市,メディオ薬局上香貫槇島町店,メディオヤッキョクマキシマチョウテン,居宅療養管理指導,沼津市上香貫槇島町１２７０-１,,,,055-935-1818,,,,株式会社アインファーマシーズ,2241111885,-,,,,
222038,,静岡県,沼津市,メディオ薬局八幡町店,メディオヤッキョクハチマンチョウテン,居宅療養管理指導,沼津市八幡町２７-３,,,,055-964-3808,,,,株式会社アインファーマシーズ,2241111901,-,,,,
222038,,静岡県,沼津市,メディオ薬局若葉町店,メディオヤッキョクワカバチョウテン,居宅療養管理指導,沼津市若葉町４－１０,,,,055-929-1111,,,,株式会社アインファーマシーズ,2241111919,-,,,,
222038,,静岡県,沼津市,メディオ薬局添地町店,メディオヤッキョクソエジチョウテン,居宅療養管理指導,沼津市添地町２０６,,,,055-951-6332,,,,株式会社アインファーマシーズ,2241111927,-,,,,
222038,,静岡県,沼津市,メディオ薬局原店,メディオヤッキョクハラテン,居宅療養管理指導,沼津市原１７２１－１８,,,,055-968-0222,,,,株式会社アインファーマシーズ,2241111935,-,,,,
222038,,静岡県,沼津市,メディオ薬局米山町店,メディオヤッキョクヨネヤマチョウテン,居宅療養管理指導,沼津市米山町１０-３１,,,,055-920-3131,,,,株式会社アインファーマシーズ,2241111943,-,,,,
222038,,静岡県,沼津市,メディオ薬局宮前町店,メディオヤッキョクミヤマエチョウテン,居宅療養管理指導,沼津市宮前町１３－４,,,,055-941-8826,,,,株式会社アインファーマシーズ,2241111950,-,,,,
222038,,静岡県,沼津市,メディオ薬局大岡高田店,メディオヤッキョクオオオカタカダテン,居宅療養管理指導,沼津市大岡１９９８,,,,055-941-8500,,,,株式会社アインファーマシーズ,2241111968,-,,,,
222038,,静岡県,沼津市,メディオ薬局大岡日吉店,メディオヤッキョクオオオカヒヨシテン,居宅療養管理指導,沼津市大岡１７４３－１,,,,055-964-2255,,,,株式会社アインファーマシーズ,2241111976,-,,,,
222038,,静岡県,沼津市,クローバー薬局,クローバーヤッキョク,居宅療養管理指導,沼津市御幸町１３－５,,,,055-935-7676,,,,株式会社グッドフィールド,2241111984,-,,,,
222038,,静岡県,沼津市,ウエルシア薬局沼津神田店,ウエルシアヤッキョクヌマヅカンダテン,居宅療養管理指導,沼津市神田町３番２１号,,,,055-929-1189,,,,ウエルシア薬局株式会社,2241111992,-,,,,
222038,,静岡県,沼津市,ウエルシア薬局沼津吉田店,ウエルシアヤッキョクヌマヅヨシダテン,居宅療養管理指導,沼津市吉田町１６－３３,,,,055-934-7801,,,,ウエルシア薬局株式会社,2241112008,-,,,,
222038,,静岡県,沼津市,みつばち薬局,ミツバチヤッキョク,居宅療養管理指導,沼津市本郷町２７－２３－２,,,,055-934-8332,,,,株式会社エストレジャ,2241112016,-,,,,
222038,,静岡県,沼津市,ウエルシア薬局沼津原東店,ウエルシアヤッキョクヌマヅハラヒガシテン,居宅療養管理指導,沼津市原１５２５番地の１,,,,055-969-0089,,,,ウエルシア薬局株式会社,2241112024,-,,,,
222038,,静岡県,沼津市,スギ薬局　沼津西沢店,スギヤッキョクヌマヅニシザワテン,居宅療養管理指導,沼津市西沢田３２７番地,,,,055-957-2316,,,,株式会社スギ薬局,2241112032,-,,,,
222038,,静岡県,沼津市,ウエルシア薬局　沼津鳥谷店,ウエルシアヤッキョク　ヌマヅトヤテン,居宅療養管理指導,沼津市鳥谷６５番地の２,,,,055-969-2811,,,,ウエルシア薬局株式会社,2241112040,-,,,,
222038,,静岡県,沼津市,ウエルシア薬局沼津五月町店,ウエルシアヤッキョクヌマヅサツキチョウテン,居宅療養管理指導,沼津市五月町５番５号,,,,055-929-8866,,,,ウエルシア薬局株式会社,2241112057,-,,,,
222038,,静岡県,沼津市,はなまる薬局　下香貫馬場店,ハナマルヤッキョクシモカヌキババテン,居宅療養管理指導,沼津市下香貫４８８－２,,,,055-935-1700,,,,株式会社Ｆｉｏｃｃｏ,2241112065,-,,,,
222038,,静岡県,沼津市,はなまる薬局下香貫樋ノ口店,ハナマルヤッキョクシモカヌキトイノクチテン,居宅療養管理指導,沼津市下香貫樋ノ口１７０６－１,,,,055-935-5777,,,,株式会社Ｆｉｏｃｃｏ,2241112073,-,,,,
222038,,静岡県,沼津市,小島薬局在宅センター,コジマヤッキョクザイタクセンター,居宅療養管理指導,沼津市井出１７４２－２,,,,055-957-2266,,,,株式会社小島薬局,2241112081,-,,,,
222038,,静岡県,沼津市,ふぉれすと薬局,フォレストヤッキョク,居宅療養管理指導,沼津市岡宮１２８５－１,,,,055-929-1212,,,,株式会社生活の杜,2241112099,-,,,,
222038,,静岡県,沼津市,ポプラ薬局杉崎町店,ポプラヤッキョクスギサキチョウテン,居宅療養管理指導,沼津市杉崎町13-41,,,,,,,,ピーエフシー株式会社,2241112107,-,,,,
222038,,静岡県,沼津市,二葉薬局沼津東原店,フタバヤッキョクヌマヅヒガシハラテン,居宅療養管理指導,沼津市東原556-4,,,,,,,,株式会社クローバー,2241112115,-,,,,
222038,,静岡県,沼津市,イロドリ薬局,イロドリヤッキョク,居宅療養管理指導,沼津市下香貫塩満1878-1,,,,,,,,有限会社ディブロス,2241112123,-,,,,
222038,,静岡県,沼津市,介護老人保健施設　タカネ園,カイゴロウジンホケンシセツ　タカネエン,介護老人保健施設,沼津市鳥谷６１１－１,,,,055-967-8800,,055-967-3600,,医療法人社団愛康会,2251180010,月～日,,100,,
222038,,静岡県,沼津市,介護老人保健施設　タカネ園,カイゴロウジンホケンシセツ　タカネエン,短期入所療養介護,沼津市鳥谷６１１－１,,,,055-967-8800,,055-967-3600,,医療法人社団愛康会,2251180010,月～日,,-,,
222038,,静岡県,沼津市,医療法人社団真養会　介護老人保健施設おおひら,イリョウホウジンシャダンシンヨウカイ　カイゴロウジンホケンシセツオオヒラ,介護老人保健施設,沼津市大平１１１７－１,,,,055-934-1165,,055-932-7934,,医療法人社団　真養会,2251180028,月～日,,100,,
222038,,静岡県,沼津市,医療法人社団真養会　介護老人保健施設おおひら,イリョウホウジンシャダンシンヨウカイ　カイゴロウジンホケンシセツオオヒラ,短期入所療養介護,沼津市大平１１１７－１,,,,055-934-1165,,055-932-7934,,医療法人社団　真養会,2251180028,月～日,,10,,
222038,,静岡県,沼津市,医療法人社団真養会　介護老人保健施設おおひら,イリョウホウジンシャダンシンヨウカイ　カイゴロウジンホケンシセツオオヒラ,通所リハビリテーション,沼津市大平１１１７－１,,,,055-934-1165,,055-932-7934,,医療法人社団　真養会,2251180028,月～金,1/1～1/3を除く,40,,
222038,,静岡県,沼津市,在宅支援センターおおひら指定居宅介護支援事業所,ザイタクシエンセンターオオヒラシテイキョタクカイゴシエンジギョウショ,居宅介護支援,沼津市大平1117-1,,,,055-934-1173,,055-932-7934,,医療法人社団　真養会,2251180028,月～金,祝日、12/29～1/3を除く,-,,
222038,,静岡県,沼津市,介護老人保健施設　サン静浦　通所リハビリテーション事業所,カイゴロウジンホケンシセツ　サンシズウラ　ツウショリハビリテーションジギョウショ,通所リハビリテーション,沼津市志下３４４番地の１,,,,055-934-6000,,055-934-8288,,医療法人社団勝友会,2251180036,月～金,12/30～1/3を除く,30,,
222038,,静岡県,沼津市,介護老人保健施設サン静浦,カイゴロウジンホケンシセツサンシズウラ,介護老人保健施設,沼津市志下３４４番地の１,,,,055-934-6000,,055-934-8288,,医療法人社団勝友会,2251180036,月～日,,100,,
222038,,静岡県,沼津市,介護老人保健施設サン静浦,カイゴロウジンホケンシセツサンシズウラ,短期入所療養介護,沼津市志下３４４番地の１,,,,055-934-6000,,055-934-8288,,医療法人社団勝友会,2251180036,月～日,,-,,
222038,,静岡県,沼津市,医療法人社団愛康会椎路の里指定居宅介護支援センター,イリョウホウジンシャダンアイコウカイシイジノサトシテイキョタクカイゴシエンセンター,居宅介護支援,沼津市東椎路32-1,,,,055-927-3900,,055-927-3700,,医療法人社団愛康会,2251180044,月～土,祝日、12/30～1/3を除く,-,,
222038,,静岡県,沼津市,介護老人保健施設　椎路の里,カイゴロウジンホケンシセツ　シイジノサト,介護老人保健施設,沼津市東椎路字川向３２番１,,,,055-927-3900,,055-927-3700,,医療法人社団愛康会,2251180044,月～日,,100,,
222038,,静岡県,沼津市,介護老人保健施設　椎路の里,カイゴロウジンホケンシセツ　シイジノサト,短期入所療養介護,沼津市東椎路字川向３２番１,,,,055-927-3900,,055-927-3700,,医療法人社団愛康会,2251180044,月～日,,-,,
222038,,静岡県,沼津市,介護老人保健施設　椎路の里,カイゴロウジンホケンシセツ　シイジノサト,通所リハビリテーション,沼津市東椎路字川向３２番１,,,,055-927-3900,,055-927-3700,,医療法人社団愛康会,2251180044,月～金,祝日、12/30～1/3を除く,75,,
222038,,静岡県,沼津市,介護老人保健施設　ヒルズかどいけ,カイゴロウジンホケンシセツ　ヒルズカドイケ,介護老人保健施設,沼津市岡一色６７２番地の２,,,,055-924-5391,,055-924-5394,,医療法人社団静寿会,2251180051,月～日,,148,,
222038,,静岡県,沼津市,介護老人保健施設　ヒルズかどいけ,カイゴロウジンホケンシセツ　ヒルズカドイケ,短期入所療養介護,沼津市岡一色６７２番地の２,,,,055-924-5391,,055-924-5394,,医療法人社団静寿会,2251180051,月～日,,-,,
222038,,静岡県,沼津市,介護老人保健施設　ヒルズかどいけ,カイゴロウジンホケンシセツ　ヒルズカドイケ,通所リハビリテーション,沼津市岡一色６７２番地の２,,,,055-924-5391,,055-924-5394,,医療法人社団静寿会,2251180051,月～金,,40,,
222038,,静岡県,沼津市,居宅介護支援事業所ヒルズかどいけ,キョタクカイゴシエンジギョウショヒルズカドイケ,居宅介護支援,沼津市岡一色672-2,,,,055-924-5391,,055-924-5394,,医療法人社団静寿会,2251180051,月～土,12/30～1/3を除く,-,,
222038,,静岡県,沼津市,介護療養型老人保健施設　あしたかケアセンター,カイゴリョウヨウガタロウジンホケンシセツ　アシタカケアセンター,介護老人保健施設,沼津市今沢字西畑372-５,,,,055-967-3711,,055-967-3727,,医療法人社団愛康会,2251180069,月～日,,75,,
222038,,静岡県,沼津市,介護療養型老人保健施設　あしたかケアセンター,カイゴリョウヨウガタロウジンホケンシセツ　アシタカケアセンター,短期入所療養介護,沼津市今沢字西畑372-５,,,,055-967-3711,,055-967-3727,,医療法人社団愛康会,2251180069,月～日,,-,,
222038,,静岡県,沼津市,介護老人保健施設　かどいけプラス,カイゴロウジンホケンシセツ　カドイケプラス,介護老人保健施設,沼津市岡一色６７２番地の２,,,,055-924-5391,,055-924-5394,,医療法人社団静寿会,2251180077,月～日,,-,,
222038,,静岡県,沼津市,介護老人保健施設　かどいけプラス,カイゴロウジンホケンシセツ　カドイケプラス,短期入所療養介護,沼津市岡一色６７２番地の２,,,,055-924-5391,,055-924-5394,,医療法人社団静寿会,2251180077,月～日,,-,,
222038,,静岡県,沼津市,訪問看護ステーションぬまづ,ホウモンカンゴステーションヌマヅ,訪問看護,沼津市本田町６－１３,　ＣＨＩＮＴＡＩ本田町ビル２０１号,,,055-926-0108,,055-926-0222,,医療法人社団　真養会,2261190017,月～金,祝日及び12/29～1/3を除く,-,,
222038,,静岡県,沼津市,訪問看護ステーションはまゆう,ホウモンカンゴステーションハマユウ,訪問看護,沼津市大岡１１５５,,,,055-954-0680,,055-954-0690,,医療法人社団　真養会,2261190033,月～金,祝日、12/29～1/3を除く,-,,
222038,,静岡県,沼津市,聖隷訪問看護ステーション千本,セイレイホウモンカンゴステーションセンボン,居宅介護支援,沼津市本字下一丁田898-1,,,,055-952-1020,,055-952-1021,,一般財団法人芙蓉協会,2261190041,月～金,祝日、12/29～1/3を除く,-,,
222038,,静岡県,沼津市,聖隷訪問看護ステーション千本,セイレイホウモンカンゴステーションセンボン,訪問看護,沼津市本字下一丁田８９８－１,,,,055-952-1000,,055-952-1001,,一般財団法人芙蓉協会,2261190041,月～金,,-,,
222038,,静岡県,沼津市,公益財団法人復康会　訪問看護ステーションうしぶせ,コウエキザイダンホウジンフクコウカイ　ホウモンカンゴステーションウシブセ,訪問看護,沼津市上香貫曼陀ヶ原２５１０－２２,,,,055-931-3900,,055-931-3399,,公益財団法人　復康会,2261190058,月～土,1/1～1/2を除く,-,,
222038,,静岡県,沼津市,白鳥訪問看護ステーション,シラトリホウモンカンゴステーション,訪問看護,沼津市新沢田町７－３３,,,,055-929-7020,,055-929-7026,,有限会社沼津ケアセンター白鳥,2261190124,月～金,国民の祝日、12/29～1/3、夏季特別休暇を除く,-,,
222038,,静岡県,沼津市,在宅リハビリ訪問看護ステーション　春,ザイタクリハビリホウモンカンゴステーション　ハル,訪問看護,沼津市岡宮３７５番地の１３,　パステル緑ヶ丘１Ｆ,,,055-924-3400,,055-924-3900,,有限会社オネストファーム,2261190140,月～金,祝日及び12/29～1/3を除く,-,,
222038,,静岡県,沼津市,オネストファーム福祉用具専門店,オネストファームフクシヨウグセンモンテン,特定福祉用具販売、福祉用具貸与,沼津市岡宮３７５番地の１３,パステル緑ヶ丘１Ｆ,,,055-924-3444,,055-924-3900,,有限会社オネストファーム,2261190157,月～金,祝日及び12/29～1/3は除く,-,,
222038,,静岡県,沼津市,ケアル居宅介護支援事業所,ケアルキョタクカイゴシエンジギョウショ,居宅介護支援,沼津市東椎路字中尾1640-10,,,,055-941-5260,,055-941-5104,,株式会社デイベンロイ,2261190165,月～金,祝日及び12/31～1/3を除く,-,,
222038,,静岡県,沼津市,ケアル訪問看護リハビリステーション,ケアルホウモンカンゴリハビリステーション,訪問看護,沼津市東椎路字中尾１６４０－１０,,,,055-921-2632,,055-921-4860,,株式会社デイベンロイ,2261190165,月～金,12/31～1/3を除く,-,,
222038,,静岡県,沼津市,訪問看護ステーション椎路,ホウモンカンゴステーションシイジ,訪問看護,沼津市東椎路８２１－１,,,,055-955-7467,,055-955-7502,,有限会社ケイコム,2261190199,月～金,祝日及び12/29～1/3を除く,-,,
222038,,静岡県,沼津市,公益財団法人復康会　訪問看護ステーションふじみ,コウエキザイダンホウジンフッコウカイ　ホウモンカンゴステーショフジミ,訪問看護,沼津市中瀬町２４番１号,,,,055-931-5223,,055-934-0707,,公益財団法人　復康会,2261190207,月～土,国民の祝日、年末年始（12/30～1/3）を除く,-,,
222038,,静岡県,沼津市,訪問看護ステーション　さん・さぽーと,ホウモンカンゴステーション　サン・サポート,訪問看護,沼津市岡宮９９１番地３０,,,,055-941-9885,,055-941-9885,,株式会社サン・サポート,2261190231,月～金,年末年始（12/31～1/3）を除く,-,,
222038,,静岡県,沼津市,居宅介護支援事業所咲,キョタクカイゴシエンジギョウショサキ,居宅介護支援,沼津市大岡1862-3,,,,055-955-7870,,055-955-8245,,株式会社マウントフィールド,2261190249,月～金,祝日、12/29～1/3を除く,-,,
222038,,静岡県,沼津市,訪問看護ステーション咲,ホウモンカンゴステーションサキ,訪問看護,沼津市大岡１８６２－３,,,,055-994-9300,,055-955-8245,,株式会社マウントフィールド,2261190249,月～金,,-,,
222038,,静岡県,沼津市,ゆいまる居宅介護支援事業所,ユイマルキョタクカイゴシエンジギョウショ,居宅介護支援,沼津市本錦町655-1　,コーポ錦102号,,,055-957-5000,,055-955-8529,,ゆいまる株式会社,2261190272,月～金,祝日、12/30～1/3を除く,-,,
222038,,静岡県,沼津市,ゆいまる訪問看護ステーション,ユイマルホウモンカンゴステーション,訪問看護,沼津市本錦町６５５番地の１,コーポ錦１０２号,,,055-955-8519,,055-955-8529,,ゆいまる株式会社,2261190272,月～土,国民の祝日及び12/30～1/3を除く,-,,
222038,,静岡県,沼津市,スローライフ訪問看護ステーション,スローライフホウモンカンゴステーション,訪問看護,沼津市大岡３８８２番地,,,,055-941-5665,,055-941-7624,,株式会社スローライフ,2261190298,月～金,事業所の定める休暇を除く,-,,
222038,,静岡県,沼津市,東部訪問看護リハビリステーション　テレサ,トウブホウモンカンゴリハビリステーション　テレサ,訪問看護,沼津市原１７８６番地の２,,,,055-969-2008,,055-969-2028,,合同会社テレサ,2261190306,月～金,祝日は営業、12/29～1/3は休業,-,,
222038,,静岡県,沼津市,居宅介護支援事業所ふくろう,キョタクカイゴシエンジギョウショフクロウ,居宅介護支援,沼津市西沢田６８４番地の９,,,,055-913-5280,,055-913-5310,,合同会社ＴＯＭＯ,2261190314,月～金,国民の祝日、12/29～1/3を除く,-,,
222038,,静岡県,沼津市,訪問看護ステーションふくろう,ホウモンカンゴステーションフクロウ,訪問看護,沼津市西沢田６８４番地の９,,,,055-913-5280,,055-913-5310,,合同会社ＴＯＭＯ,2261190314,月～金,12/29～1/3を除く,-,,
222038,,静岡県,沼津市,はるか訪問看護ステーション,ハルカホウモンカンゴステーション,訪問看護,沼津市下香貫藤井原１６７１番地の２,クリエール藤井原０１号室,,,055-939-8215,,055-939-8216,,ＮＰＯ法人はるか,2261190322,月～金,祝日、12/29～1/3を除く,-,,
222038,,静岡県,沼津市,えんじぇるず訪問看護リハビリステーション,エンジェルズホウモンカンゴリハビリステーション,訪問看護,沼津市本白銀町４８９番地の５,,,,055-943-6757,,055-943-6759,,株式会社えふけあ,2261190330,月～金,祝日及び12/30～1/3を除く（土曜日の訪問は行う）,-,,
222038,,静岡県,沼津市,ケアプランセンターえんじぇるず,ケアプランセンターエンジェルズ,居宅介護支援,沼津市本白銀町４８９番地の５,,,,055-943-6757,,055-943-6759,,株式会社えふけあ,2261190330,月～金、祝,12/29～1/3を除く,-,,
222038,,静岡県,沼津市,訪問看護ステーション平町,ホウモンカンゴステーションヒラマチ,訪問看護,沼津市大岡１５５１－２,　第８平成ビル１０１号,,,055-964-2530,,055-964-2532,,セントケア静岡株式会社,2261190348,月～金,祝祭日、年末年始12/31～1/3を除く,-,,
222038,,静岡県,沼津市,フェニックス訪問看護ステーション,フェニックスホウモンカンゴステーション,訪問看護,沼津市共栄町１０番地の５,,,,055-929-9233,,055-929-9234,,株式会社フェニックス,2261190355,月～金,12/30～1/3を除く,-,,
222038,,静岡県,沼津市,訪問看護ステーションひなた,ホウモンカンゴステーションヒナタ,訪問看護,沼津市中沢田３８５番地,ＢＭビル２０３,,,055-922-0123,,055-922-0125,,合同会社ＳＨＩＭ,2261190363,月～金,年末年始（12/30～1/3）を除く,-,,
222038,,静岡県,沼津市,戸田デイサービス,ヘダデイサービス,通所介護,沼津市戸田１５７５－１,,,,0558-94-5550,,0558-97-5001,,社会福祉法人　信愛会,2270300276,月～金,12/31～1/3を除く,30,,
222038,,静岡県,沼津市,千本デイサービスセンター,センボンデイサービスセンター,通所介護,沼津市本字千本１９１０－２０６,,,,055-962-5923,,055-962-5348,,社会福祉法人　沼津市社会福祉協議会,2271100014,月～土,12/29～1/3を除く,32,,
222038,,静岡県,沼津市,フジビューホームヘルプサービス,フジビューホームヘルプサービス,訪問介護,沼津市大岡３５７１－１,,,,055-926-8501,,055-926-8509,,社会福祉法人　駿河厚生会,2271100030,月～日,12/29～1/3を除く,-,,
222038,,静岡県,沼津市,沼津フジビューショートステイ,ヌマヅ　フジビューショートステイ,短期入所生活介護,沼津市大岡３５７１－１,,,,055-926-8500,,055-926-8504,,社会福祉法人　駿河厚生会,2271100030,月～日,,-,,
222038,,静岡県,沼津市,沼津フジビューデイサービスセンター,ヌマヅフジビューデイサービスセンター,通所介護,沼津市大岡３５７１－１,,,,0559-26-8502,,0559-26-8504,,社会福祉法人　駿河厚生会,2271100030,月～金,12/29～1/3を除く,45,,
222038,,静岡県,沼津市,沼津フジビューデイサービスセンター,ヌマヅフジビューデイサービスセンター,認知症対応型通所介護,沼津市大岡3571-1,,,,055-926-8502,,055-926-8504,,社会福祉法人　駿河厚生会,2271100030,月～金,祝日及び12/29～1/3を除く,12,,
222038,,静岡県,沼津市,沼津フジビューホーム,ヌマヅフジビューホーム,介護老人福祉施設,沼津市大岡３５７１－１,,,,0559-26-8500,,0559-26-8504,,社会福祉法人　駿河厚生会,2271100030,月～日,,60,,
222038,,静岡県,沼津市,きせがわホームヘルパーステーション,キセガワ　ホームヘルパーステーション,訪問介護,沼津市大岡１１５５,,,,0559-54-0003,,0559-54-0006,,医療法人社団　真養会,2271100089,月～金,12/29～1/3を除く,-,,
222038,,静岡県,沼津市,きせがわ居宅介護支援事業所,キセガワキョタクカイゴシエンジギョウショ,居宅介護支援,沼津市大岡1155,,,,055-954-0003,,055-954-0006,,医療法人社団　真養会,2271100089,月～土,祝日、12/29～1/3を除く,-,,
222038,,静岡県,沼津市,かぬきショートステイ,カヌキ　ショートステイ,短期入所生活介護,沼津市下香貫猪沼９８１－２,,,,055-934-1821,,055-934-1831,,社会福祉法人　信愛会,2271100097,月～日,,20,,
222038,,静岡県,沼津市,かぬきデイサービス,カヌキデイサービス,通所介護,沼津市下香貫猪沼９８１－２,,,,055-934-1821,,055-934-1831,,社会福祉法人　信愛会,2271100097,月～土,12/31～1/3は除く,25,,
222038,,静岡県,沼津市,かぬきデイサービス,カヌキデイサービス,認知症対応型通所介護,沼津市下香貫猪沼981-2,,,,055-934-1821,,055-934-1831,,社会福祉法人　信愛会,2271100097,月～土,12/31～1/3を除く,12,,
222038,,静岡県,沼津市,かぬきホームヘルプサービス,カヌキホームヘルプサービス,訪問介護,沼津市下香貫猪沼９８１－２,,,,055-934-1821,,055-934-1831,,社会福祉法人　信愛会,2271100097,月～日,,-,,
222038,,静岡県,沼津市,かぬき居宅介護支援事業所,カヌキキョタクカイゴシエンジギョウショ,居宅介護支援,沼津市下香貫猪沼981-2,,,,055-934-3566,,055-934-7300,,社会福祉法人　信愛会,2271100097,月～土,祝日、12/30～1/3を除く,-,,
222038,,静岡県,沼津市,ぬまづホーム,ヌマヅホーム,介護老人福祉施設,沼津市下香貫猪沼９８１－２,,,,055-934-1821,,055-934-1831,,社会福祉法人　信愛会,2271100097,月～日,,70,,
222038,,静岡県,沼津市,ひだまりの郷　短期入所生活介護事業所,ヒダマリノサト　タンキニュウショセイカツカイゴジギョウショ,短期入所生活介護,沼津市内浦重須６２４,,,,055-946-1700,,055-946-1701,,社会福祉法人　三保会,2271100113,月～日,,10,,
222038,,静岡県,沼津市,ひだまりの郷　通所介護事業所,ヒダマリノサト　ツウショカイゴジギョウショ,通所介護,沼津市内浦重須６２４,,,,055-946-1700,,055-946-1701,,社会福祉法人　三保会,2271100113,月～土,年末年始（12/30～1/3）を除く,30,,
