都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,医療機関の種類,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,URL,備考
222038,,静岡県,沼津市,増田医院,ﾏｽﾀﾞｲｲﾝ,,沼津市原１０７７,,,,055-966－3131,,055-966－8351,,,,,,,,,,,,
222038,,静岡県,沼津市,増田歯科医院,ﾏｽﾀﾞｼｶｲｲﾝ,,沼津市新町404,,,,055-962-0195,,055-962-0195,,,,,,,,,,,,
222038,,静岡県,沼津市,増田デンタルクリニック,ﾏｽﾀﾞﾃﾞﾝﾀﾙｸﾘﾆｯｸ,,沼津市大岡2437-1　,大岡駅前ビル１F,,,055-922-0705,,055-922-0705,,,,,,,,,,,,
222038,,静岡県,沼津市,増山歯科医院,ﾏｽﾔﾏｼｶｲｲﾝ,,沼津市添地町125,,,,055-962-2176,,055-962-2176,,,,,,,,,,,,
222038,,静岡県,沼津市,町田歯科クリニック,ﾏﾁﾀﾞｼｶｸﾘﾆｯｸ,,沼津市原720,,,,055-967-6062,,055-967-6062,,,,,,,,,,,,
222038,,静岡県,沼津市,松永歯科,ﾏﾂﾅｶﾞｼｶ,,沼津市八幡町2-2,,,,055-963-8814,,055-963-8814,,,,,,,,,,,,
222038,,静岡県,沼津市,松原医院,ﾏﾂﾊﾞﾗｲｲﾝ,,沼津市白銀町４－３,,,,055-962－1496,,055-962－1496,,,,,,,,,,,,
222038,,静岡県,沼津市,松本デンタルクリニック,ﾏﾂﾓﾄﾃﾞﾝﾀﾙｸﾘﾆｯｸ,,沼津市米山町2-3,,,,055-943-7350,,055-943-7351,,,,,,,,,,,,
222038,,静岡県,沼津市,まの心血管クリニック,ﾏﾉｼﾝｹｯｶﾝｸﾘﾆｯｸ,,沼津市下香貫塩満1869-1,,,,055-935-1515,,055-935-1516,,,,,,,,,,,,
222038,,静岡県,沼津市,みさき皮フ科クリニック,ﾐｻｷﾋﾌｶｸﾘﾆｯｸ,,沼津市西椎路88-1,,,,055-967－3636,,055-967－3637,,,,,,,,,,,,
222038,,静岡県,沼津市,三島耳鼻咽喉科クリニック,ﾐｼﾏｼﾞﾋﾞｲﾝｺｳｶｸﾘﾆｯｸ,,沼津市下香貫樋ノ口１７０６－１,,,,055-935-6681,,055-935-6682,,,,,,,,,,,,
222038,,静岡県,沼津市,光野歯科クリニック,ﾐﾂﾉｼｶｸﾘﾆｯｸ,,沼津市下香貫大久保2295-14,,,,055-934-0077,,055-934-0172,,,,,,,,,,,,
222038,,静岡県,沼津市,三津間歯科医院,ﾐﾂﾏｼｶｲｲﾝ,,沼津市大岡1756-33,,,,055-951-3777,,055-951-3778,,,,,,,,,,,,
222038,,静岡県,沼津市,みと歯科医院,ﾐﾄｼｶｲｲﾝ,,沼津市内浦長浜81-3,,,,055-941-3270,,,,,,,,,,,,,,
222038,,静岡県,沼津市,ミノベ歯科医院,ﾐﾉﾍﾞｼｶｲｲﾝ,,沼津市大手町3-3-2　,稲葉大手町ビル３F,,,055-951-0299,,055-951-0328,,,,,,,,,,,,
222038,,静岡県,沼津市,宮内歯科医院,ﾐﾔｳﾁｼｶｲｲﾝ,,沼津市中沢田466,,,,055-925-8217,,055-925-0538,,,,,,,,,,,,
222038,,静岡県,沼津市,三宅歯科医院,ﾐﾔｹｼｶｲｲﾝ,,沼津市玉江町7-35,,,,055-931-3967,,055-931-4005,,,,,,,,,,,,
222038,,静岡県,沼津市,武藤医院,ﾑﾄｳｲｲﾝ,,沼津市三園町１２－５,,,,055-931-0088,,055-931-9669,,,,,,,,,,,,
222038,,静岡県,沼津市,村岡内科クリニック,ﾑﾗｵｶﾅｲｶｸﾘﾆｯｸ,,沼津市大岡1066-3,フォレスト南大岡1階,,,055-954-2000,,055-952-6668,,,,,,,,,,,,
222038,,静岡県,沼津市,むらまつ歯科医院,ﾑﾗﾏﾂｼｶｲｲﾝ,,沼津市高沢町4-25,,,,055-926-4180,,055-926-4181,,,,,,,,,,,,
222038,,静岡県,沼津市,メディトピア沼津,ﾒﾃﾞｨﾄﾋﾟｱﾇﾏﾂﾞ,,沼津市岡一色５７５－１,,,,055-923-6600,,055-923-6606,,,,,,,,,,,,
222038,,静岡県,沼津市,メンタルクリニックあゆみ橋,メンタルクリニックｱﾕﾐﾊｼ,,沼津市大手町４丁目３－３５,,,,055-954-2727,,055-954-2729,,,,,,,,,,,,
222038,,静岡県,沼津市,もちづき眼科歯科,ﾓﾁﾂﾞｷｶﾞﾝｶｼｶ,,沼津市千本東町３３,,,,055-952－3888,,055-952－3588,,,,,,,,,,,,
222038,,静岡県,沼津市,望月歯科医院,ﾓﾁﾂﾞｷｼｶｲｲﾝ,,沼津市宮町457,,,,055-962-2717,,055-962-2717,,,,,,,,,,,,
222038,,静岡県,沼津市,もちづき歯科医院,ﾓﾁﾂﾞｷｼｶｲｲﾝ,,沼津市大塚871－5,,,,055-968-6200,,055-968-6200,,,,,,,,,,,,
222038,,静岡県,沼津市,望月内科医院,ﾓﾁﾂﾞｷﾅｲｶｲｲﾝ,,沼津市下香貫宮脇３３７－２９,,,,055-931－5362,,055-943－7787,,,,,,,,,,,,
222038,,静岡県,沼津市,本村クリニック,ﾓﾄﾑﾗｸﾘﾆｯｸ,,沼津市大塚８７０,,,,055-969-0001,,055-969-0002,,,,,,,,,,,,
222038,,静岡県,沼津市,森医院,ﾓﾘｲｲﾝ,,沼津市石川１６１,,,,055-966－2017,,055-967－3140,,,,,,,,,,,,
222038,,静岡県,沼津市,森岡医院,ﾓﾘｵｶｲｲﾝ,,沼津市大岡３５３,,,,055-962-1084,,055-955-7157,,,,,,,,,,,,
222038,,静岡県,沼津市,守重医院,ﾓﾘｼｹﾞｲｲﾝ,,沼津市我入道江川町１,,,,055-931-2511,,055-933-4302,,,,,,,,,,,,
222038,,静岡県,沼津市,モリシマ歯科医院,ﾓﾘｼﾏｼｶｲｲﾝ,,沼津市戸田2769-1,,,,0558-94-2221,,0558-94-2221,,,,,,,,,,,,
222038,,静岡県,沼津市,森田歯科医院,ﾓﾘﾀｼｶｲｲﾝ,,沼津市戸田1574-17,,,,0558-94-4187,,0558-94-4189,,,,,,,,,,,,
222038,,静岡県,沼津市,矢田眼科クリニック,ﾔﾀﾞｶﾞﾝｶｸﾘﾆｯｸ,,沼津市三枚橋町５－２０,,,,055-962-2006,,055-962-2009,,,,,,,,,,,,
222038,,静岡県,沼津市,矢田歯科医院,ﾔﾀﾞｼｶｲｲﾝ,,沼津市御幸町10-27,,,,055-931-0157,,055-931-0177,,,,,,,,,,,,
222038,,静岡県,沼津市,矢部歯科医院　香貫診療所,ﾔﾍﾞｼｶｲｲﾝｶﾇｷｼﾝﾘｮｳｼﾞｮ,,沼津市下香貫馬場487-6,,,,055-931-1991,,055-933-1870,,,,,,,,,,,,
222038,,静岡県,沼津市,山秋眼科医院,ﾔﾏｱｷｶﾞﾝｶｲｲﾝ,,沼津市筒井町１－５,,,,055-924－4680,,055-924－4680,,,,,,,,,,,,
222038,,静岡県,沼津市,山上外科医院,ﾔﾏｶﾞﾐｹﾞｶｲｲﾝ,,沼津市富士見町14-1,,,,055-921-1788,,055-921-3624,,,,,,,,,,,,
222038,,静岡県,沼津市,山田歯科医院,ﾔﾏﾀﾞｼｶｲｲﾝ,,沼津市戸田522,,,,0558-94-4618,,0558-94-4618,,,,,,,,,,,,
222038,,静岡県,沼津市,ヤマダデンタルオフィス,ﾔﾏﾀﾞﾃﾞﾝﾀﾙｵﾌｨｽ,,沼津市大手町1-1-3　,パレットビル９F,,,055-954-3322,,055-954-3322,,,,,,,,,,,,
222038,,静岡県,沼津市,山本胃腸科外科,ﾔﾏﾓﾄｲﾁｮｳｶｹﾞｶ,,沼津市神田町３－２１,,,,055-923-2680,,055-924-0377,,,,,,,,,,,,
222038,,静岡県,沼津市,山本矯正歯科,ﾔﾏﾓﾄｷｮｳｾｲｼｶ,,沼津市上土町43-2,,,,055-952-8741,,055-952-8741,,,,,,,,,,,,
222038,,静岡県,沼津市,山本歯科,ﾔﾏﾓﾄｼｶ,,沼津市上土町43-2,,,,055-962-5487,,055-962-6245,,,,,,,,,,,,
222038,,静岡県,沼津市,山谷内科医院,ﾔﾏﾔﾅｲｶ,,沼津市青野５４－４,,,,055-966-5333,,055-966-5333,,,,,,,,,,,,
222038,,静岡県,沼津市,ゆうあいクリニック,ﾕｳｱｲｸﾘﾆｯｸ,,沼津市西椎路１６４－１,,,,055-969-2777,,055-969-2776,,,,,,,,,,,,
222038,,静岡県,沼津市,ゆうひクリニック,ﾕｳﾋｸﾘﾆｯｸ,,沼津市岡宮1277-51　,フレミアこがね西棟１階,,,080-6387-7107,,,,,,,,,,,,,,
222038,,静岡県,沼津市,幸歯科医院,ﾕｷｼｶｲｲﾝ,,沼津市下香貫宮脇314-3,,,,055-933-8143,,055-933-8143,,,,,,,,,,,,
222038,,静岡県,沼津市,よざ小児科医院,ﾖｻﾞｼｮｳﾆｶｲｲﾝ,,沼津市原１７８８－５,,,,055-967-5722,,055-969-0286,,,,,,,,,,,,
222038,,静岡県,沼津市,米山町クリニック,ﾖﾈﾔﾏﾁｮｳｸﾘﾆｯｸ,,沼津市米山町１２－３０,,,,055-943-6600,,055-943-6661,,,,,,,,,,,,
222038,,静岡県,沼津市,ライオン歯科,ﾗｲｵﾝｼｶ,,沼津市共栄町20-6,,,,055-927-2700,,055-927-2701,,,,,,,,,,,,
222038,,静岡県,沼津市,れいこ歯科,ﾚｲｺｼｶ,,沼津市高沢町９－１９,,,,055-923-8388,,055-923-8388,,,,,,,,,,,,
222038,,静岡県,沼津市,ワールド歯科,ﾜｰﾙﾄﾞｼｶ,,沼津市根古屋字赤池105-84,,,,055-967-4182,,,,,,,,,,,,,,
222038,,静岡県,沼津市,わかばやし耳鼻咽喉科クリニック,ﾜｶﾊﾞﾔｼｼﾞﾋﾞｲﾝｺｳｳｶｸﾘﾆｯｸ,,沼津市御幸町5-26,,,,055-933-3311,,055-933-3301,,,,,,,,,,,,
222038,,静岡県,沼津市,わたなべ歯科医院,ﾜﾀﾅﾍﾞｼｶｲｲﾝ,,沼津市志下430-1,,,,055-931-5445,,055-932-4602,,,,,,,,,,,,
222038,,静岡県,沼津市,渡辺歯科医院,ﾜﾀﾅﾍﾞｼｶｲｲﾝ,,沼津市花園町5-3,,,,055-921-0541,,055-921-0541,,,,,,,,,,,,
222038,,静岡県,沼津市,わたなべ歯科クリニック,ﾜﾀﾅﾍﾞｼｶｸﾘﾆｯｸ,,沼津市松長７８０－１,,,,055-968-1700,,055-968-1701,,,,,,,,,,,,
222038,,静岡県,沼津市,わたり歯科医院,ﾜﾀﾘｼｶｲｲﾝ,,沼津市大岡3809-5,,,,055-923-1902,,055-989-3581,,,,,,,,,,,,
